Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL214585,,None,450.47,0,3.54,(-)-12,O=C(NC1CCN(C2CCc3cc4c(cc32)OCO4)CC1)c1cc(=O)c2cc(F)ccc2o1,IC50,'=',1,nM,9,,,UO_0000065,19.98,0.37,5.46,11.11,0,CHEMBL854909,Displacement of 125I-MCH from MCH-R1 expressed in IMR-32 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137584,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3307656,,
CHEMBL384919,,None,477.49,0,3.14,15,O=C1COc2cc3c(cc2N1)C(N1CCC(NC(=O)c2cc(=O)c4ccc(F)cc4o2)CC1)CC3,IC50,'=',21,nM,7.68,,,UO_0000065,16.08,0.3,4.54,7.61,0,CHEMBL854909,Displacement of 125I-MCH from MCH-R1 expressed in IMR-32 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137584,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3307656,,
CHEMBL217171,,None,539.56,1,4.01,1,N=C(N)NCCC[C@@H](NC(=O)C1c2ccccc2Oc2ccccc21)C(=O)NCc1ccc(C(F)(F)F)cc1,IC50,'=',4,nM,8.4,,+/-1nM,UO_0000065,,,,,0,CHEMBL854910,Functional antagonism of MCH-R1 expressed in HEK293 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137587,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3307715,,
CHEMBL385037,,None,505.5,1,3.14,7f,COc1cccc2cc(C(=O)N[C@H](CCCNC(=N)N)C(=O)NCc3ccc(C(F)(F)F)cc3)oc12,IC50,'=',622,nM,6.21,,+/-344nM,UO_0000065,,,,,0,CHEMBL854910,Functional antagonism of MCH-R1 expressed in HEK293 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137587,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3307715,,
CHEMBL385036,,None,491.54,0,3.6,7p,N=C(N)NCCC[C@@H](NC(=O)c1csc2ccccc12)C(=O)NCc1ccc(C(F)(F)F)cc1,IC50,'=',952,nM,6.02,,+/-80nM,UO_0000065,,,,,0,CHEMBL854910,Functional antagonism of MCH-R1 expressed in HEK293 cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137587,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3307715,,
CHEMBL207308,,None,433.94,0,4.21,4c,Cn1c(=O)nc(NC2CCN(Cc3ccc4ncccc4c3)CC2)c2cc(Cl)ccc21,IC50,'=',12,nM,7.92,,,UO_0000065,18.25,0.35,3.71,12.56,0,CHEMBL865033,Displacement of [125I]MCH from MCHr1 expressed in IMR32 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147687,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3307656,,
CHEMBL448110,,None,452.94,0,3.92,4g,Cn1c(=O)nc(NC2CC3CCC(C2)N3Cc2ccc3c(c2)OCO3)c2cc(Cl)ccc21,IC50,'=',53,nM,7.28,,,UO_0000065,,,,,0,CHEMBL865034,Inhibition of MCH-mediated calcium release in whole IMR32 cells by FLIPR,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147687,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3307656,,
CHEMBL204508,,None,500.95,2,5.84,4d,O=c1nc(NC2CCN(Cc3ccc4ccccc4c3)CC2)c2cc(Cl)ccc2n1CC(F)(F)F,IC50,'=',62,nM,7.21,,,UO_0000065,,,,,0,CHEMBL865034,Inhibition of MCH-mediated calcium release in whole IMR32 cells by FLIPR,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147687,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3307656,,
CHEMBL205741,,None,483.95,0,3.78,3n,COC(=O)c1c(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n(C)c1=O,IC50,'=',452,nM,6.34,,,UO_0000065,,,,,0,CHEMBL865034,Inhibition of MCH-mediated calcium release in whole IMR32 cells by FLIPR,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147687,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3307656,,
CHEMBL208340,,None,450.93,0,3.87,3m,Cn1c(=O)c(C#N)c(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc21,IC50,'=',69,nM,7.16,,,UO_0000065,,,,,0,CHEMBL865034,Inhibition of MCH-mediated calcium release in whole IMR32 cells by FLIPR,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147687,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3307656,,
CHEMBL566029,,None,378.45,0,4.15,5,O=c1cc(OCc2ccc(F)cc2)ccn1-c1ccc(CN2CCCC2)cc1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL1043530,Displacement of [125I]MCH from human recombinant MCH1R expressed on CHOK1 cell membrane,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1155318,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3307512,,
CHEMBL1760064,,None,552.69,1,3.8,11,COc1ccc([C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CNC(=O)c2cccc(S(C)(=O)=O)c2)cc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL1764798,Antagonist activity at MCHR1 by aequorin bioluminescence assay,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1759849,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1760065,,None,509.05,2,5.05,12,COc1ccc([C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CNC(=O)c2ccc(Cl)cc2)cc1,IC50,'=',1020,nM,5.99,,,UO_0000065,,,,,0,CHEMBL1764798,Antagonist activity at MCHR1 by aequorin bioluminescence assay,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1759849,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL426777,,None,371.48,0,4.4,7a,CNC1CCN(c2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cc2)C1,IC50,'=',166,nM,6.78,,,UO_0000065,18.25,0.33,2.38,15.28,0,CHEMBL832882,Inhibitory concentration against human MCH-R1-stimulated [Ca2+] influx,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1142773,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,
CHEMBL3648386,,None,405.54,0,3.66,BDBM103325,O=C(N[C@@H]1Cc2ccc(CNCCC3CC3)cc2C1)c1ccc(OCC2CC2)cn1,IC50,'=',848,nM,6.07,,221082,UO_0000065,,,,,0,CHEMBL3705081,Calcium Mobilization Assay: Calcium mobilization assay using MCHR1.,F,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638689,37,BindingDB Database,,2013,None,,
CHEMBL3648387,,None,405.54,0,3.66,BDBM103326,CC1(CNCc2ccc3c(c2)C[C@H](NC(=O)c2ccc(OCC4CC4)cn2)C3)CC1,IC50,'=',1040,nM,5.98,,221083,UO_0000065,,,,,0,CHEMBL3705081,Calcium Mobilization Assay: Calcium mobilization assay using MCHR1.,F,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638689,37,BindingDB Database,,2013,None,,
CHEMBL1735852,,None,415.29,0,4.92,SID96021147,COc1ccc(Oc2c(Br)cnn(-c3ccc(C(C)C)cc3)c2=O)cc1,IC50,'=',720,nM,6.14,,Active,UO_0000065,,,,,0,CHEMBL1738110,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1861,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1723067,,None,353.77,0,3.56,SID99239948,COc1ccc(Oc2c(Cl)cnn(-c3cccc(C#N)c3)c2=O)cc1,IC50,'=',14200,nM,4.85,,inactive,UO_0000065,,,,,0,CHEMBL1738110,PUBCHEM_BIOASSAY: Late-stage fluorescence-based counterscreen for antagonists of the G-protein coupled receptor 7 (GPR7): cell-based dose response assay to identify antagonists of the melanin-concentrating hormone receptor 1 (MCHR1). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1861,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3686842,,None,482.97,0,3.02,BDBM142209,Cc1cc(CN2CCC[C@H](O)C2)ccc1C(=O)Cn1ncc(OCc2ccc(Cl)cn2)cc1=O,IC50,'=',25,nM,7.6,,277953,UO_0000065,15.74,0.31,4.58,7.79,0,CHEMBL3706076,Binding Assay: Membranes from CHO/Galpha16 cells stably transfected with human hMCH-1R are resuspended using a syringe (needle 0.6x25 mm) and diluted in test buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1934815,,None,515.06,2,5.95,6,CC(=O)Nc1cccc(C2CCN(CCCn3nc(-c4ccc(Cl)cc4)c4ccccc4c3=O)CC2)c1,IC50,'=',20,nM,7.7,,,UO_0000065,14.95,0.28,1.75,11.45,0,CHEMBL1937280,Displacement of Eu-MCH from human recombinant MCH-R1 expressed in CHO cell membrane after 90 mins by time-resolved fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1933029,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308072,,
CHEMBL1934829,,None,510.64,2,5.3,10h,COc1ccc(-c2nn(CCCN3CCC(c4cccc(NC(C)=O)c4)CC3)c(=O)c3ccccc23)cc1,IC50,'=',179,nM,6.75,,,UO_0000065,13.21,0.24,1.45,8.82,0,CHEMBL1937280,Displacement of Eu-MCH from human recombinant MCH-R1 expressed in CHO cell membrane after 90 mins by time-resolved fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1933029,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308072,,
CHEMBL1934830,,None,526.71,2,6.01,10i,CSc1ccc(-c2nn(CCCN3CCC(c4cccc(NC(C)=O)c4)CC3)c(=O)c3ccccc23)cc1,IC50,'=',141,nM,6.85,,,UO_0000065,13.01,0.25,0.84,10.19,0,CHEMBL1937280,Displacement of Eu-MCH from human recombinant MCH-R1 expressed in CHO cell membrane after 90 mins by time-resolved fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1933029,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308072,,
CHEMBL534717,,None,482.41,1,5.32,(R)-17c,CN(C)[C@@H]1CCN(c2ccc(-c3coc4cc(-c5ccc(Cl)cc5)ccc4c3=O)cn2)C1.Cl,IC50,'=',20,nM,7.7,,,UO_0000065,,,,,0,CHEMBL865484,Activity at human MCH1R by GTPgammaS assay,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146192,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,
CHEMBL386211,,None,508.52,1,3.8,2-pyrrolidine 11,O=C(CCc1ccc(C(F)(F)F)cc1)Nc1ccc2nc(N3CCC(NS(=O)(=O)O)C3)ccc2c1,IC50,'=',3,nM,8.52,,,UO_0000065,16.76,0.33,4.72,7.63,0,CHEMBL856555,Displacement of 125I-[Phe13,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL567791,,None,387.92,0,3.66,4b,Cc1cc(N(C)C)nc(N[C@H]2CC[C@@H](NC(=O)c3ccc(Cl)cc3)CC2)n1,IC50,'=',16,nM,7.8,,,UO_0000065,,,,,0,CHEMBL1037057,Antagonist activity at CART form of human MCH1 receptor expressed in HEK293 cells coexpressing Galphaq assessed as inhibition of MCH-induced intracellular calcium level by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156067,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3307715,,
CHEMBL568663,,None,387.92,0,3.66,4c,Cc1cc(N(C)C)nc(N[C@H]2CC[C@@H](NC(=O)c3cccc(Cl)c3)CC2)n1,IC50,'=',6.5,nM,8.19,,,UO_0000065,,,,,0,CHEMBL1037057,Antagonist activity at CART form of human MCH1 receptor expressed in HEK293 cells coexpressing Galphaq assessed as inhibition of MCH-induced intracellular calcium level by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156067,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3307715,,
CHEMBL568664,,None,371.46,0,3.14,4d,Cc1cc(N(C)C)nc(N[C@H]2CC[C@@H](NC(=O)c3ccc(F)cc3)CC2)n1,IC50,'=',25,nM,7.6,,,UO_0000065,,,,,0,CHEMBL1037057,Antagonist activity at CART form of human MCH1 receptor expressed in HEK293 cells coexpressing Galphaq assessed as inhibition of MCH-induced intracellular calcium level by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156067,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3307715,,
CHEMBL578166,,None,389.45,0,3.28,4g,Cc1cc(N(C)C)nc(N[C@H]2CC[C@@H](NC(=O)c3ccc(F)c(F)c3)CC2)n1,IC50,'=',2.5,nM,8.6,,,UO_0000065,,,,,0,CHEMBL1037057,Antagonist activity at CART form of human MCH1 receptor expressed in HEK293 cells coexpressing Galphaq assessed as inhibition of MCH-induced intracellular calcium level by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156067,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3307715,,
CHEMBL568208,,None,403.48,0,3.59,4q,Cc1nc(N[C@H]2CC[C@@H](NC(=O)c3ccc(F)c(F)c3)CC2)nc(N(C)C)c1C,IC50,'=',2.3,nM,8.64,,,UO_0000065,,,,,0,CHEMBL1037057,Antagonist activity at CART form of human MCH1 receptor expressed in HEK293 cells coexpressing Galphaq assessed as inhibition of MCH-induced intracellular calcium level by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156067,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3307715,,
CHEMBL576665,,None,403.48,0,3.53,4v,Cc1cc(N(C)C)nc(N[C@H]2CC[C@@H](CNC(=O)c3cc(F)cc(F)c3)CC2)n1,IC50,'=',81,nM,7.09,,,UO_0000065,,,,,0,CHEMBL1037057,Antagonist activity at CART form of human MCH1 receptor expressed in HEK293 cells coexpressing Galphaq assessed as inhibition of MCH-induced intracellular calcium level by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156067,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3307715,,
CHEMBL215256,,None,464.98,1,5.46,34,COCCCn1c(C)nc2cc(-n3cnc4cc(-c5ccc(Cl)cc5)sc4c3=O)ccc21,IC50,'=',5.012,nM,8.3,,,UO_0000065,,,,,0,CHEMBL871566,Antagonist activity against MCH1R expressed in CHO cells assessed as inhibition of MCH-induced EC80 thrombin response by luciferase reporter gene assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146879,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3308072,,
CHEMBL269939,,None,468.44,1,5.09,3,CO[C@@H]1CN(C[C@H]2Cc3ccc(Br)cc3C2)CC[C@H]1n1c(C)nc2cc(C)ccc21,IC50,'=',20,nM,7.7,,,UO_0000065,16.44,0.35,2.61,25.42,0,CHEMBL2406561,Displacement of [125I]MCH peptide from human MCHR1 expressed in CHOK1 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401722,1,Scientific Literature,Bioorg Med Chem Lett,2013,CHEMBL3307512,,
CHEMBL367355,,None,580.45,2,6.01,10 (trans),CN(C)c1nc(NCC2CCC(CNC(=O)c3ccc(Br)cc3OC(F)(F)F)CC2)nc2ccccc12,IC50,'=',1500,nM,5.82,,,UO_0000065,10.03,0.21,-0.19,7.34,0,CHEMBL832373,Inhibitory activity against human CA-MCH-R1 (Melanin-concentrating hormone receptor 1) by using [125I](Phe13,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL359995,,None,373.36,0,4.02,27,Nc1ccc2cccc(OCCCNc3ccc4c(c3)OC(F)(F)O4)c2n1,IC50,'=',100,nM,7,,,UO_0000065,,,,,0,CHEMBL835734,Concentration required to inhibit 50% of melanin-concentrating hormone induced [Ca2+] flux in IMR-32 cells measured by using a fluorometric imaging plate reader,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137870,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3307656,,
CHEMBL186818,,None,216.28,0,2.99,6,CCC(C)Oc1cccc2ccc(N)nc12,IC50,'=',5310,nM,5.28,,,UO_0000065,,,,,0,CHEMBL835733,Concentration required to inhibit 50% of melanin-concentrating hormone induced [Ca2+] flux in IMR-32 cells measured by using a fluorometric imaging plate reader,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137102,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3307656,,
CHEMBL363103,,None,228.29,0,3.14,7,Nc1ccc2cccc(OC3CCCC3)c2n1,IC50,'>',2000,nM,,,,UO_0000065,,,,,0,CHEMBL832326,Concentration required to inhibit binding of [125I]MCH radioligand to human melanin-concentrating hormone receptor 1 in IMR-32 I3.4.2 cell membranes,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137102,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,
CHEMBL362009,,None,375.52,0,4.77,11,CC(C)(C)c1ccc(CN2CC[C@H](Oc3cccc4ccc(N)nc34)C2)cc1,IC50,'=',30,nM,7.52,,,UO_0000065,,,,,0,CHEMBL835735,Concentration required to inhibit 50% of melanin-concentrating hormone induced [Ca2+] flux in IMR-32 cells measured by using a fluorometric imaging plate reader,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137036,1,Scientific Literature,Bioorg Med Chem Lett,2004,CHEMBL3307656,,
CHEMBL184437,,None,377.4,0,2.84,13,Nc1ccc2cccc(O[C@H]3CCN(C(=O)c4ccc5c(c4)OCO5)C3)c2n1,IC50,'=',730,nM,6.14,,,UO_0000065,16.26,0.3,3.3,7.06,0,CHEMBL832325,Concentration required to inhibit binding of [125I]MCH radioligand to human Melanin-concentrating hormone receptor 1 in IMR-32 I3.4.2 cell membranes,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137036,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,
CHEMBL185235,,None,242.32,0,3.53,12,Nc1ccc2cccc(OC3CCCCC3)c2n1,IC50,'=',361,nM,6.44,,,UO_0000065,26.59,0.49,2.91,13.38,0,CHEMBL832326,Concentration required to inhibit binding of [125I]MCH radioligand to human melanin-concentrating hormone receptor 1 in IMR-32 I3.4.2 cell membranes,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137102,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,
CHEMBL362713,,None,256.35,0,3.77,14,CC1CCCCC1Oc1cccc2ccc(N)nc12,IC50,'=',32,nM,7.5,,,UO_0000065,29.24,0.54,3.72,15.57,0,CHEMBL832326,Concentration required to inhibit binding of [125I]MCH radioligand to human melanin-concentrating hormone receptor 1 in IMR-32 I3.4.2 cell membranes,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137102,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,
CHEMBL180003,,None,588.45,2,5.06,2 (cis),CN(C)c1nc(N[C@H]2CC[C@@H](NS(=O)(=O)c3ccc(Br)cc3OC(F)(F)F)CC2)nc2ccccc12,IC50,'=',83,nM,7.08,,,UO_0000065,12.03,0.27,2.02,7.34,0,CHEMBL832373,Inhibitory activity against human CA-MCH-R1 (Melanin-concentrating hormone receptor 1) by using [125I](Phe13,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL454424,,None,469.48,1,6.67,39,Fc1ccc(-c2cc(C3CCN(Cc4ccn(-c5ccc(C(F)(F)F)cc5)c4)CC3)on2)cc1,IC50,'=',66,nM,7.18,,,UO_0000065,15.29,0.29,0.51,21,0,CHEMBL973617,Displacement of [125I]MCH from human MCHR1 expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156734,1,Scientific Literature,Bioorg Med Chem Lett,2008,CHEMBL3307715,,
CHEMBL488887,,None,478.9,1,5.03,30,O=C(COc1cccc(Cl)c1)N1CCC(Nc2ccn(-c3ccc(C(F)(F)F)cn3)c2)CC1,IC50,'=',1250,nM,5.9,,,UO_0000065,12.33,0.24,0.87,9.94,0,CHEMBL973617,Displacement of [125I]MCH from human MCHR1 expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156734,1,Scientific Literature,Bioorg Med Chem Lett,2008,CHEMBL3307715,,
CHEMBL529450,,None,493.48,1,5.69,29,O=C(COc1ccc(F)c(F)c1)N[C@H]1CC[C@@H](Nc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,IC50,'=',104,nM,6.98,,,UO_0000065,14.15,0.27,1.29,12.63,0,CHEMBL973617,Displacement of [125I]MCH from human MCHR1 expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156734,1,Scientific Literature,Bioorg Med Chem Lett,2008,CHEMBL3307715,,
CHEMBL462347,,None,408.93,0,4.65,2,O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccc3ccccc3c2)CC1,IC50,'=',41,nM,7.39,,,UO_0000065,18.06,0.35,2.74,17.77,0,CHEMBL973617,Displacement of [125I]MCH from human MCHR1 expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156734,1,Scientific Literature,Bioorg Med Chem Lett,2008,CHEMBL3307715,,
CHEMBL207257,,None,456.98,1,5.29,3l,Cn1c(=O)c(C#N)c(NC2CCN(Cc3ccc4ccccc4c3)CC2)c2cc(Cl)ccc21,IC50,'=',194,nM,6.71,,,UO_0000065,,,,,0,CHEMBL865034,Inhibition of MCH-mediated calcium release in whole IMR32 cells by FLIPR,F,BAO_0000219,cell-based format,Homo sapiens,None,None,IMR-32,None,,,,CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147687,1,Scientific Literature,Bioorg Med Chem Lett,2006,CHEMBL3307656,,
